Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Krembangan No. 8, Surabaya",Krembangan,6260832.12,SHM,79413919.4,4134.22,Industri,Buruk,rendah,109027
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,3328463.4,SHM,232507010.02,34153.36,Komersial,Buruk,rendah,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,51744000.0,4400.0,Perumahan,Baik,rendah,123757
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,SHM,121030000.0,13000.0,Perumahan,Buruk,rendah,181325
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2770960.32,HGB,9417959.46,1244.68,Industri,Buruk,tinggi,86545
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,4257120.0,362.0,Perumahan,Buruk,rendah,214966
"Jl. Bulak No. 3, Surabaya",Bulak,3272153.16,HGB,57967072.92,7276.78,Industri,Baik,tinggi,43764
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,56250.0,2.0,Industri,Buruk,tinggi,101259
"Jl. Bubutan No. 2, Surabaya",Bubutan,7340042.18,Lainnya,3316523.6,161.78,Industri,Buruk,tinggi,90646
"Jl. Krembangan No. 8, Surabaya",Krembangan,7335460.56,Lainnya,123984424.5,15886.54,Industri,Buruk,tinggi,109027
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,162758400.0,13840.0,Perumahan,Baik,rendah,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,SHM,8256000.0,1600.0,Perumahan,Baik,tinggi,59256
"Jl. Jambangan No. 6, Surabaya",Jambangan,5045234.24,HGB,115277854.6,9361.72,Komersial,Buruk,rendah,50470
"Jl. Tandes No. 14, Surabaya",Tandes,3904571.4,SHM,56733012.7,5648.4,Industri,Buruk,tinggi,87511
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,19215840.0,1634.0,Perumahan,Baik,tinggi,214966
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,103500000.0,3680.0,Industri,Buruk,tinggi,101259
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,HGB,13133400.0,424.0,Komersial,Buruk,tinggi,52924
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,124239250.0,15150.0,Industri,Buruk,tinggi,101259
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,86770560.0,16816.0,Komersial,Buruk,tinggi,63778
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,HGB,229215000.0,7400.0,Komersial,Baik,tinggi,52924
"Jl. Tandes No. 14, Surabaya",Tandes,4363696.18,SHM,60151724.34,6100.8,Industri,Buruk,tinggi,87511
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5033907.68,Lainnya,21406429.96,1679.58,Industri,Baik,tinggi,45547
"Jl. Pakal No. 10, Surabaya",Pakal,2407137.58,Lainnya,50004110.3,8972.38,Industri,Buruk,tinggi,59971
