Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1385480.16,HGB,4708979.73,622.34,Industri,Buruk,tinggi,86545
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,2128560.0,181.0,Perumahan,Buruk,rendah,214966
"Jl. Bulak No. 3, Surabaya",Bulak,1636076.58,HGB,28983536.46,3638.39,Industri,Baik,tinggi,43764
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,28125.0,1.0,Industri,Buruk,tinggi,101259
"Jl. Bubutan No. 2, Surabaya",Bubutan,3670021.09,Lainnya,1658261.8,80.89,Industri,Buruk,tinggi,90646
"Jl. Krembangan No. 8, Surabaya",Krembangan,3667730.28,Lainnya,61992212.25,7943.27,Industri,Buruk,tinggi,109027
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,81379200.0,6920.0,Perumahan,Baik,rendah,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,SHM,4128000.0,800.0,Perumahan,Baik,tinggi,59256
"Jl. Jambangan No. 6, Surabaya",Jambangan,2522617.12,HGB,57638927.3,4680.86,Komersial,Buruk,rendah,50470
"Jl. Tandes No. 14, Surabaya",Tandes,1952285.7,SHM,28366506.35,2824.2,Industri,Buruk,tinggi,87511
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,9607920.0,817.0,Perumahan,Baik,tinggi,214966
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,51750000.0,1840.0,Industri,Buruk,tinggi,101259
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,HGB,6566700.0,212.0,Komersial,Buruk,tinggi,52924
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,62119625.0,7575.0,Industri,Buruk,tinggi,101259
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,43385280.0,8408.0,Komersial,Buruk,tinggi,63778
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,HGB,114607500.0,3700.0,Komersial,Baik,tinggi,52924
"Jl. Tandes No. 14, Surabaya",Tandes,2181848.09,SHM,30075862.17,3050.4,Industri,Buruk,tinggi,87511
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2516953.84,Lainnya,10703214.98,839.79,Industri,Baik,tinggi,45547
"Jl. Pakal No. 10, Surabaya",Pakal,1203568.79,Lainnya,25002055.15,4486.19,Industri,Buruk,tinggi,59971
